item_a,item_b,category_a,category_b,category_pair,cross_category,co_occurrences,support_a,support_b,pair_support,lift,jaccard,chi_squared
other vegetables,newspapers,produce,other,other + produce,True,55,0.12210118291786407,0.038895943326872955,0.0036757334759072377,0.7739623479047582,0.02336448598130841,4.3031804374698
shopping bags,chocolate,household,snacks and sweets,household + snacks and sweets,True,13,0.04758404063356279,0.02359152576355009,0.0008688097306689834,0.7739400642963999,0.0123574144486692,0.9230495574838791
yogurt,margarine,dairy,other,dairy + other,True,32,0.08587850030074183,0.03221279155249616,0.002138608567800575,0.7730694092384197,0.018443804034582133,2.409537980823398
rolls/buns,dessert,bakery,dairy,bakery + dairy,True,30,0.11000467820624206,0.02359152576355009,0.002004945532313039,0.7725656497509631,0.015236160487557134,2.3114191833328888
other vegetables,yogurt,produce,dairy,dairy + produce,True,121,0.12210118291786407,0.08587850030074183,0.008086613646995923,0.7711917433908578,0.04045469742561016,10.235710541728835
pastry,canned beer,bakery,beverages,bakery + beverages,True,28,0.0517275947336764,0.04691572545612511,0.001871282496825503,0.7710785721121639,0.019337016574585635,2.1055612162134345
frozen vegetables,chicken,produce,meat and seafood,meat and seafood + produce,True,9,0.028002405934638777,0.027868742899151238,0.0006014836596939117,0.7707456946137601,0.010882708585247884,0.6494957381390277
whole milk,other vegetables,dairy,produce,dairy + produce,True,222,0.15792287642852368,0.12210118291786407,0.014836596939116486,0.7694304712706218,0.05594758064516129,20.74870919372803
whole milk,cream cheese,dairy,dairy,dairy,False,43,0.15792287642852368,0.023658357281293858,0.0028737552629820224,0.7691661227349129,0.016080777860882575,3.6232117672857167
sausage,newspapers,meat and seafood,other,meat and seafood + other,True,27,0.06034886052262247,0.038895943326872955,0.001804450979081735,0.7687262389971572,0.018518518518518517,2.0802126351168733
chocolate,napkins,snacks and sweets,household,household + snacks and sweets,True,6,0.02359152576355009,0.022121232373187194,0.00040098910646260775,0.7683643863988429,0.008849557522123894,0.438811631908814
whole milk,tropical fruit,dairy,produce,dairy + produce,True,123,0.15792287642852368,0.0677671589921807,0.008220276682483459,0.7681076857970639,0.037799631223110024,10.969313345786597
cream cheese,napkins,dairy,household,dairy + household,True,6,0.023658357281293858,0.022121232373187194,0.00040098910646260775,0.7661938655333094,0.008836524300441826,0.448371039626326
brown bread,chicken,bakery,meat and seafood,bakery + meat and seafood,True,12,0.03762614448974136,0.027868742899151238,0.0008019782129252155,0.7648133713278046,0.012396694214876033,0.9276460588298906
bottled water,newspapers,beverages,other,beverages + other,True,27,0.06068301811134131,0.038895943326872955,0.001804450979081735,0.764493164993869,0.01845522898154477,2.169774519646746
yogurt,coffee,dairy,beverages,beverages + dairy,True,31,0.08587850030074183,0.03161130789280225,0.0020717770500568067,0.7631608821908341,0.017950202663578458,2.5739424293481488
whole milk,coffee,dairy,beverages,beverages + dairy,True,57,0.15792287642852368,0.03161130789280225,0.003809396511394774,0.7630775369755185,0.020510975170924796,5.141822560583796
root vegetables,fruit/vegetable juice,produce,produce,produce,False,27,0.06957160997126245,0.03401724253157789,0.001804450979081735,0.7624544934691404,0.01772816808929744,2.223264570445629
pork,cream cheese,meat and seafood,dairy,dairy + meat and seafood,True,10,0.037091492347791216,0.023658357281293858,0.0006683151774376796,0.7615921005751515,0.011123470522803115,0.7938382385617798
canned beer,curd,beverages,dairy,beverages + dairy,True,18,0.04691572545612511,0.03368308494285905,0.0012029673193878234,0.7612433862433864,0.015151515151515152,1.4635545303712698
shopping bags,white bread,household,bakery,bakery + household,True,13,0.04758404063356279,0.023992514870012697,0.0008688097306689834,0.7610051328596914,0.012287334593572778,1.0496707643853327
newspapers,coffee,other,beverages,beverages + other,True,14,0.038895943326872955,0.03161130789280225,0.0009356412484127515,0.7609613274921354,0.013448607108549471,1.1294881169450086
root vegetables,white bread,produce,bakery,bakery + produce,True,19,0.06957160997126245,0.023992514870012697,0.0012697988371315912,0.7607239664025645,0.013758146270818247,1.5746672756009488
other vegetables,tropical fruit,produce,produce,produce,False,94,0.12210118291786407,0.0677671589921807,0.006282162667914188,0.7592241730172766,0.03421914816163087,8.770305681942979
whole milk,soda,dairy,beverages,beverages + dairy,True,174,0.15792287642852368,0.09710619528169484,0.011628684087415625,0.7582956912879479,0.04777594728171335,17.631566621381214
rolls/buns,soda,bakery,beverages,bakery + beverages,True,121,0.11000467820624206,0.09710619528169484,0.008086613646995923,0.7570221747605617,0.04063129617192747,11.74317826271171
curd,chocolate,dairy,snacks and sweets,dairy + snacks and sweets,True,9,0.03368308494285905,0.02359152576355009,0.0006014836596939117,0.756930392553622,0.010613207547169812,0.7445549638070789
brown bread,butter,bakery,dairy,bakery + dairy,True,15,0.03762614448974136,0.03522020985096572,0.0010024727661565194,0.7564686334053475,0.013953488372093023,1.2665960584660825
yogurt,beef,dairy,meat and seafood,dairy + meat and seafood,True,33,0.08587850030074183,0.03395041101383412,0.002205440085544343,0.7564248291920709,0.01875,2.9309664825063977
coffee,frozen vegetables,beverages,produce,beverages + produce,True,10,0.03161130789280225,0.028002405934638777,0.0006683151774376796,0.7549940207985387,0.011337868480725623,0.8446853356720785
yogurt,fruit/vegetable juice,dairy,produce,dairy + produce,True,33,0.08587850030074183,0.03401724253157789,0.002205440085544343,0.7549387293311828,0.018739352640545145,2.9728862904686233
canned beer,frankfurter,beverages,other,beverages + other,True,20,0.04691572545612511,0.037759807525228894,0.0013366303548753592,0.7545067191084891,0.016038492381716122,1.7419324391648512
yogurt,chicken,dairy,meat and seafood,dairy + meat and seafood,True,27,0.08587850030074183,0.027868742899151238,0.001804450979081735,0.7539512358984408,0.016119402985074627,2.4396866615480075
whole milk,brown bread,dairy,bakery,bakery + dairy,True,67,0.15792287642852368,0.03762614448974136,0.004477711688832453,0.7535661158671016,0.02343476740118923,6.662827959680142
tropical fruit,sausage,produce,meat and seafood,meat and seafood + produce,True,46,0.0677671589921807,0.06034886052262247,0.0030742498162133263,0.7517108214782635,0.024585783003741316,4.306570582679503
rolls/buns,root vegetables,bakery,produce,bakery + produce,True,86,0.11000467820624206,0.06957160997126245,0.005747510525964045,0.7509941721146248,0.0330642060745867,8.57452815212096
canned beer,whipped/sour cream,beverages,dairy,beverages + dairy,True,23,0.04691572545612511,0.043707812604424245,0.0015371249081066632,0.7496035791142824,0.0172543135783946,2.1107194229766453
domestic eggs,curd,other,dairy,dairy + other,True,14,0.037091492347791216,0.03368308494285905,0.0009356412484127515,0.748898898898899,0.013397129186602873,1.2667691322584183
bottled water,dessert,beverages,dairy,beverages + dairy,True,16,0.06068301811134131,0.02359152576355009,0.0010693042839002875,0.7469269071894773,0.01285140562248996,1.495857107259556
whole milk,bottled water,dairy,beverages,beverages + dairy,True,107,0.15792287642852368,0.06068301811134131,0.007150972398583172,0.7461959429605837,0.03381795195954488,11.67787899945754
butter,frozen vegetables,dairy,produce,dairy + produce,True,11,0.03522020985096572,0.028002405934638777,0.0007351466951814476,0.7453954250881967,0.011764705882352941,1.0201052461375486
bottled beer,curd,beverages,dairy,beverages + dairy,True,17,0.04531176903027468,0.03368308494285905,0.0011361358016440553,0.7444017184061432,0.014592274678111587,1.6172466611909084
tropical fruit,chicken,produce,meat and seafood,meat and seafood + produce,True,21,0.0677671589921807,0.027868742899151238,0.001403461872619127,0.7431285740638259,0.014893617021276595,2.0574894714697076
pork,beef,meat and seafood,meat and seafood,meat and seafood,False,14,0.037091492347791216,0.03395041101383412,0.0009356412484127515,0.7430020571752857,0.013346043851286942,1.3378667781085591
rolls/buns,butter,bakery,dairy,bakery + dairy,True,43,0.11000467820624206,0.03522020985096572,0.0028737552629820224,0.7417314356464179,0.020187793427230045,4.503487334953478
other vegetables,citrus fruit,produce,produce,produce,False,72,0.12210118291786407,0.05313105660629553,0.0048118692775512934,0.7417294048393593,0.02823529411764706,7.789374610483937
other vegetables,cream cheese,produce,dairy,dairy + produce,True,32,0.12210118291786407,0.023658357281293858,0.002138608567800575,0.7403325509696055,0.014890646812470917,3.400258064993592
other vegetables,bottled water,produce,beverages,beverages + produce,True,82,0.12210118291786407,0.06068301811134131,0.005480184454988973,0.739619124777867,0.030908405578590273,9.115221931209835
citrus fruit,fruit/vegetable juice,produce,produce,produce,False,20,0.05313105660629553,0.03401724253157789,0.0013366303548753592,0.7395435617995577,0.01557632398753894,2.0057517636353506
rolls/buns,curd,bakery,dairy,bakery + dairy,True,41,0.11000467820624206,0.03368308494285905,0.0027400922274944863,0.7395067889448206,0.01944049312470365,4.374487745833868
whipped/sour cream,butter,dairy,dairy,dairy,False,17,0.043707812604424245,0.03522020985096572,0.0011361358016440553,0.7380388675150439,0.014604810996563572,1.713265229127882
bottled beer,white bread,beverages,bakery,bakery + beverages,True,12,0.04531176903027468,0.023992514870012697,0.0008019782129252155,0.7376931989055143,0.01170731707317073,1.2011848656082298
soda,frozen vegetables,beverages,produce,beverages + produce,True,30,0.09710619528169484,0.028002405934638777,0.002004945532313039,0.737327264633948,0.01628664495114007,3.1988147627556844
fruit/vegetable juice,white bread,produce,bakery,bakery + produce,True,9,0.03401724253157789,0.023992514870012697,0.0006014836596939117,0.7369685493977487,0.010477299185098952,0.8961617271658067
root vegetables,chocolate,produce,snacks and sweets,produce + snacks and sweets,True,18,0.06957160997126245,0.02359152576355009,0.0012029673193878234,0.7329354809741124,0.01308139534883721,1.9280782361777549
bottled beer,margarine,beverages,other,beverages + other,True,16,0.04531176903027468,0.03221279155249616,0.0010693042839002875,0.7325915861883254,0.013986013986013986,1.6903114976573326
brown bread,fruit/vegetable juice,bakery,produce,bakery + produce,True,14,0.03762614448974136,0.03401724253157789,0.0009356412484127515,0.7310053146384617,0.013232514177693762,1.4906706811721304
yogurt,bottled water,dairy,beverages,beverages + dairy,True,57,0.08587850030074183,0.06068301811134131,0.003809396511394774,0.7309784192392739,0.026685393258426966,6.572467440241827
soda,chocolate,beverages,snacks and sweets,beverages + snacks and sweets,True,25,0.09710619528169484,0.02359152576355009,0.001670787943594199,0.7293204057639856,0.014037057832678272,2.8488164224100214
yogurt,butter,dairy,dairy,dairy,False,33,0.08587850030074183,0.03522020985096572,0.002205440085544343,0.7291533457866641,0.01854974704890388,3.7645224914073756
newspapers,frankfurter,other,other,other,False,16,0.038895943326872955,0.037759807525228894,0.0010693042839002875,0.7280600918407688,0.014146772767462422,1.7572952939023059
soda,citrus fruit,beverages,produce,beverages + produce,True,56,0.09710619528169484,0.05313105660629553,0.003742564993651006,0.7253940015669165,0.025547445255474456,6.809379845426227
yogurt,brown bread,dairy,bakery,bakery + dairy,True,35,0.08587850030074183,0.03762614448974136,0.0023391031210318785,0.7238943679980095,0.019305019305019305,4.18982262771038
sausage,pip fruit,meat and seafood,produce,meat and seafood + produce,True,32,0.06034886052262247,0.049054334023925686,0.002138608567800575,0.7224118213282398,0.019937694704049845,3.8198360304117975
dessert,chocolate,dairy,snacks and sweets,dairy + snacks and sweets,True,6,0.02359152576355009,0.02359152576355009,0.00040098910646260775,0.7204776541020312,0.008571428571428572,0.6824969577009237
other vegetables,dessert,produce,dairy,dairy + produce,True,31,0.12210118291786407,0.02359152576355009,0.0020717770500568067,0.7192288787482692,0.0144253140995812,3.9639068996603264
rolls/buns,cream cheese,bakery,dairy,bakery + dairy,True,28,0.11000467820624206,0.023658357281293858,0.001871282496825503,0.7190243768492013,0.014198782961460448,3.538035336492976
cream cheese,dessert,dairy,dairy,dairy,False,6,0.023658357281293858,0.02359152576355009,0.00040098910646260775,0.7184424064915734,0.008559201141226819,0.6944810943115812
bottled water,margarine,beverages,other,beverages + other,True,21,0.06068301811134131,0.03221279155249616,0.001403461872619127,0.7179679931270221,0.015339663988312635,2.5592867881478627
tropical fruit,coffee,produce,beverages,beverages + produce,True,23,0.0677671589921807,0.03161130789280225,0.0015371249081066632,0.717542147774706,0.015710382513661206,2.8327850179999685
brown bread,margarine,bakery,other,bakery + other,True,13,0.03762614448974136,0.03221279155249616,0.0008688097306689834,0.7168141919031862,0.012596899224806203,1.561550497538104
yogurt,root vegetables,dairy,produce,dairy + produce,True,64,0.08587850030074183,0.06957160997126245,0.00427721713560115,0.715887522099747,0.028293545534924844,8.48455208433496
soda,napkins,beverages,household,beverages + household,True,23,0.09710619528169484,0.022121232373187194,0.0015371249081066632,0.7155712839151419,0.013060760931289042,2.9451005329037674
rolls/buns,napkins,bakery,household,bakery + household,True,26,0.11000467820624206,0.022121232373187194,0.0017376194613379669,0.7140591675140321,0.013326499231163507,3.4207297354614825
citrus fruit,shopping bags,produce,household,household + produce,True,27,0.05313105660629553,0.04758404063356279,0.001804450979081735,0.7137322450710197,0.01824324324324324,3.43761134570168
tropical fruit,newspapers,produce,other,other + produce,True,28,0.0677671589921807,0.038895943326872955,0.001871282496825503,0.7099303903427616,0.01785714285714286,3.7038374286927715
chicken,cream cheese,meat and seafood,dairy,dairy + meat and seafood,True,7,0.027868742899151238,0.023658357281293858,0.00046782062420637575,0.709540841902749,0.009162303664921467,0.8769282662939849
shopping bags,brown bread,household,bakery,bakery + household,True,19,0.04758404063356279,0.03762614448974136,0.0012697988371315912,0.7092247590157065,0.015127388535031847,2.4712351972849387
white bread,chocolate,bakery,snacks and sweets,bakery + snacks and sweets,True,6,0.023992514870012697,0.02359152576355009,0.00040098910646260775,0.708436244841273,0.008498583569405098,0.7554972011286921
frozen vegetables,dessert,produce,dairy,dairy + produce,True,7,0.028002405934638777,0.02359152576355009,0.00046782062420637575,0.7081544484033886,0.009150326797385621,0.8871140928126606
other vegetables,fruit/vegetable juice,produce,produce,produce,False,44,0.12210118291786407,0.03401724253157789,0.0029405867807257902,0.7079702734468672,0.01919720767888307,6.249970091108426
domestic eggs,frozen vegetables,other,produce,other + produce,True,11,0.037091492347791216,0.028002405934638777,0.0007351466951814476,0.7077898901287923,0.01142263759086189,1.4178444627763207
pork,frozen vegetables,meat and seafood,produce,meat and seafood + produce,True,11,0.037091492347791216,0.028002405934638777,0.0007351466951814476,0.7077898901287923,0.01142263759086189,1.4178444627763207
root vegetables,beef,produce,meat and seafood,meat and seafood + produce,True,25,0.06957160997126245,0.03395041101383412,0.001670787943594199,0.7073661001308554,0.016404199475065617,3.3671515405080537
white bread,cream cheese,bakery,dairy,bakery + dairy,True,6,0.023992514870012697,0.023658357281293858,0.00040098910646260775,0.7064350125112129,0.008486562942008486,0.7681262167176237
soda,domestic eggs,beverages,other,beverages + other,True,38,0.09710619528169484,0.037091492347791216,0.0025395976742631824,0.7050885710211243,0.01928934010152284,5.391398475796323
rolls/buns,newspapers,bakery,other,bakery + other,True,45,0.11000467820624206,0.038895943326872955,0.003007418298469558,0.7028754493868297,0.02061383417315621,6.607742055397657
rolls/buns,bottled water,bakery,beverages,bakery + beverages,True,70,0.11000467820624206,0.06068301811134131,0.004678206242063757,0.7008112043078668,0.028180354267310786,10.695171595940838
sausage,coffee,meat and seafood,beverages,beverages + meat and seafood,True,20,0.06034886052262247,0.03161130789280225,0.0013366303548753592,0.700647828825222,0.014749262536873156,2.8111154730300703
other vegetables,canned beer,produce,beverages,beverages + produce,True,60,0.12210118291786407,0.04691572545612511,0.004009891064626078,0.699993918384723,0.024301336573511544,9.220221048727145
frankfurter,chicken,other,meat and seafood,meat and seafood + other,True,11,0.037759807525228894,0.027868742899151238,0.0007351466951814476,0.6985972284119608,0.01132852729145211,1.5291564097166213
soda,yogurt,beverages,dairy,beverages + dairy,True,87,0.09710619528169484,0.08587850030074183,0.005814342043707813,0.697218956620008,0.03281780460203697,13.860114942856972
bottled water,napkins,beverages,household,beverages + household,True,14,0.06068301811134131,0.022121232373187194,0.0009356412484127515,0.697000146399244,0.01142857142857143,2.0076260079727613
pip fruit,canned beer,produce,beverages,beverages + produce,True,24,0.049054334023925686,0.04691572545612511,0.001603956425850431,0.6969421737814108,0.016997167138810197,3.4896228846098456
pastry,domestic eggs,bakery,other,bakery + other,True,20,0.0517275947336764,0.037091492347791216,0.0013366303548753592,0.6966501385106038,0.015278838808250574,2.893241815053636
bottled beer,beef,beverages,meat and seafood,beverages + meat and seafood,True,16,0.04531176903027468,0.03395041101383412,0.0010693042839002875,0.6950967412259309,0.013675213675213677,2.320266520290655
root vegetables,napkins,produce,household,household + produce,True,16,0.06957160997126245,0.022121232373187194,0.0010693042839002875,0.6948002008294372,0.011799410029498525,2.3575481115380574
bottled water,shopping bags,beverages,household,beverages + household,True,30,0.06068301811134131,0.04758404063356279,0.002004945532313039,0.694343043112409,0.018867924528301886,4.512081110134474
citrus fruit,bottled beer,produce,beverages,beverages + produce,True,25,0.05313105660629553,0.04531176903027468,0.001670787943594199,0.6940038218214875,0.017265193370165743,3.731287473321902
newspapers,margarine,other,other,other,False,13,0.038895943326872955,0.03221279155249616,0.0008688097306689834,0.6934130413084085,0.01236917221693625,1.8945602173948461
citrus fruit,dessert,produce,dairy,dairy + produce,True,13,0.05313105660629553,0.02359152576355009,0.0008688097306689834,0.6931387745648262,0.011453744493392069,1.9102305040980663
pip fruit,dessert,produce,dairy,dairy + produce,True,12,0.049054334023925686,0.02359152576355009,0.0008019782129252155,0.692993492910128,0.011162790697674419,1.7577617392947267
rolls/buns,pastry,bakery,bakery,bakery,False,59,0.11000467820624206,0.0517275947336764,0.00394305954688231,0.6929468039346816,0.02498941126641254,9.511708309217212
rolls/buns,coffee,bakery,beverages,bakery + beverages,True,36,0.11000467820624206,0.03161130789280225,0.0024059346387756467,0.6918790892907144,0.017282765242438793,5.731617605354168
margarine,white bread,other,bakery,bakery + other,True,8,0.03221279155249616,0.023992514870012697,0.0005346521419501437,0.6917786844508144,0.009603841536614647,1.1630948278418989
pip fruit,bottled beer,produce,beverages,beverages + produce,True,23,0.049054334023925686,0.04531176903027468,0.0015371249081066632,0.6915454976569972,0.01655867530597552,3.485555747736109
canned beer,domestic eggs,beverages,other,beverages + other,True,18,0.04691572545612511,0.037091492347791216,0.0012029673193878234,0.6912912912912914,0.014527845036319615,2.7039138715725763
pip fruit,coffee,produce,beverages,beverages + produce,True,16,0.049054334023925686,0.03161130789280225,0.0010693042839002875,0.6895749203587744,0.013434089000839632,2.4279889962914676
soda,canned beer,beverages,beverages,beverages,False,47,0.09710619528169484,0.04691572545612511,0.003141081333957094,0.6894675129361986,0.02229601518026566,7.63888824847609
whole milk,napkins,dairy,household,dairy + household,True,36,0.15792287642852368,0.022121232373187194,0.0024059346387756467,0.6886990141315064,0.013544018058690746,6.151728298829257
pork,fruit/vegetable juice,meat and seafood,produce,meat and seafood + produce,True,13,0.037091492347791216,0.03401724253157789,0.0008688097306689834,0.6885750190268856,0.01236917221693625,1.968541543204936
whole milk,root vegetables,dairy,produce,dairy + produce,True,113,0.15792287642852368,0.06957160997126245,0.00755196150504578,0.6873574881406962,0.03433606806441811,20.50959172407868
sausage,pork,meat and seafood,meat and seafood,meat and seafood,False,23,0.06034886052262247,0.037091492347791216,0.0015371249081066632,0.6866979936747379,0.01602787456445993,3.63359685461994
bottled beer,cream cheese,beverages,dairy,beverages + dairy,True,11,0.04531176903027468,0.023658357281293858,0.0007351466951814476,0.6857698781727579,0.010773751224289911,1.6992079276876262
pastry,beef,bakery,meat and seafood,bakery + meat and seafood,True,18,0.0517275947336764,0.03395041101383412,0.0012029673193878234,0.6849935909174145,0.014240506329113924,2.8463758379389033
fruit/vegetable juice,coffee,produce,beverages,beverages + produce,True,11,0.03401724253157789,0.03161130789280225,0.0007351466951814476,0.6836478274774981,0.01132852729145211,1.7214039918262454
shopping bags,bottled beer,household,beverages,beverages + household,True,22,0.04758404063356279,0.04531176903027468,0.0014702933903628951,0.6819172384077424,0.01608187134502924,3.589905737640797
bottled water,whipped/sour cream,beverages,dairy,beverages + dairy,True,27,0.06068301811134131,0.043707812604424245,0.001804450979081735,0.6803287798569293,0.01758957654723127,4.514911237293357
pastry,whipped/sour cream,bakery,dairy,bakery + dairy,True,23,0.0517275947336764,0.043707812604424245,0.0015371249081066632,0.6798730136152795,0.016370106761565837,3.8231460153745784
citrus fruit,pork,produce,meat and seafood,meat and seafood + produce,True,20,0.05313105660629553,0.037091492347791216,0.0013366303548753592,0.6782480593801349,0.015037593984962407,3.3481807081394805
pip fruit,napkins,produce,household,household + produce,True,11,0.049054334023925686,0.022121232373187194,0.0007351466951814476,0.6774656930941659,0.010436432637571156,1.8164208969194726
other vegetables,beef,produce,meat and seafood,meat and seafood + produce,True,42,0.12210118291786407,0.03395041101383412,0.002806923745238254,0.6771201013666396,0.01831661578717837,7.62468166273834
canned beer,coffee,beverages,beverages,beverages,False,15,0.04691572545612511,0.03161130789280225,0.0010024727661565194,0.6759455015268969,0.01293103448275862,2.5248447136915364
other vegetables,coffee,produce,beverages,beverages + produce,True,39,0.12210118291786407,0.03161130789280225,0.0026064291920069507,0.675279545367757,0.017249004865103938,7.163184404199255
sausage,shopping bags,meat and seafood,household,household + meat and seafood,True,29,0.06034886052262247,0.04758404063356279,0.0019381140145692708,0.6749147660109249,0.01828499369482976,5.073997465948678
brown bread,coffee,bakery,beverages,bakery + beverages,True,12,0.03762614448974136,0.03161130789280225,0.0008019782129252155,0.6742646423756755,0.011718749999999998,2.0262225251007626
bottled water,pip fruit,beverages,produce,beverages + produce,True,30,0.06068301811134131,0.049054334023925686,0.002004945532313039,0.6735316712480044,0.018610421836228287,5.314684240954888
tropical fruit,margarine,produce,other,other + produce,True,22,0.0677671589921807,0.03221279155249616,0.0014702933903628951,0.6735290988403022,0.014925373134328358,3.8587886939939944
root vegetables,pork,produce,meat and seafood,meat and seafood + produce,True,26,0.06957160997126245,0.037091492347791216,0.0017376194613379669,0.6733615459840243,0.016560509554140127,4.598240498584081
bottled water,brown bread,beverages,bakery,bakery + beverages,True,23,0.06068301811134131,0.03762614448974136,0.0015371249081066632,0.6732126509182245,0.015883977900552487,4.035989688182382
domestic eggs,margarine,other,other,other,False,12,0.037091492347791216,0.03221279155249616,0.0008019782129252155,0.6712122911293037,0.011707317073170732,2.073898949779318
other vegetables,brown bread,produce,bakery,bakery + produce,True,46,0.12210118291786407,0.03762614448974136,0.0030742498162133263,0.6691593727791438,0.01962457337883959,8.905896779272693
tropical fruit,dessert,produce,dairy,dairy + produce,True,16,0.0677671589921807,0.02359152576355009,0.0010693042839002875,0.6688457906588219,0.011843079200592157,2.88203071984708
soda,bottled beer,beverages,beverages,beverages,False,44,0.09710619528169484,0.04531176903027468,0.0029405867807257902,0.6683070526446149,0.021082894106372783,8.403319289664728
other vegetables,butter,produce,dairy,dairy + produce,True,43,0.12210118291786407,0.03522020985096572,0.0028737552629820224,0.6682484636420382,0.018606663781912593,8.361490696922697
whole milk,whipped/sour cream,dairy,dairy,dairy,False,69,0.15792287642852368,0.043707812604424245,0.004611374724319989,0.6680766557827672,0.023405698778833108,14.130447377164337
margarine,frozen vegetables,other,produce,other + produce,True,9,0.03221279155249616,0.028002405934638777,0.0006014836596939117,0.6668069598629418,0.010089686098654708,1.5929023756347076
pip fruit,newspapers,produce,other,other + produce,True,19,0.049054334023925686,0.038895943326872955,0.0012697988371315912,0.66550792625261,0.014649190439475712,3.494989834378853
citrus fruit,margarine,produce,other,other + produce,True,17,0.05313105660629553,0.03221279155249616,0.0011361358016440553,0.6638247344659307,0.013492063492063491,3.158328172585588
canned beer,cream cheese,beverages,dairy,beverages + dairy,True,11,0.04691572545612511,0.023658357281293858,0.0007351466951814476,0.6623247541326637,0.010526315789473684,2.035105980969768
soda,white bread,beverages,bakery,bakery + beverages,True,23,0.09710619528169484,0.023992514870012697,0.0015371249081066632,0.6597607102393089,0.012856344326439353,4.579525606996823
sausage,hamburger meat,meat and seafood,meat and seafood,meat and seafood,False,13,0.06034886052262247,0.021853906302212123,0.0008688097306689834,0.6587589448694633,0.010682004930156119,2.5001669488825256
pip fruit,butter,produce,dairy,dairy + produce,True,17,0.049054334023925686,0.03522020985096572,0.0011361358016440553,0.6575986639711698,0.013665594855305465,3.3035052360698716
pastry,dessert,bakery,dairy,bakery + dairy,True,12,0.0517275947336764,0.02359152576355009,0.0008019782129252155,0.6571798757054702,0.010762331838565023,2.3177412673667925
frozen vegetables,hamburger meat,produce,meat and seafood,meat and seafood + produce,True,6,0.028002405934638777,0.021853906302212123,0.00040098910646260775,0.6552516914453372,0.008108108108108107,1.1446651825008027
shopping bags,margarine,household,other,household + other,True,15,0.04758404063356279,0.03221279155249616,0.0010024727661565194,0.654007762599655,0.012722646310432571,2.978753218073315
newspapers,cream cheese,other,dairy,dairy + other,True,9,0.038895943326872955,0.023658357281293858,0.0006014836596939117,0.6536344574523851,0.009708737864077669,1.760373038908967
bottled beer,coffee,beverages,beverages,beverages,False,14,0.04531176903027468,0.03161130789280225,0.0009356412484127515,0.6532145908560809,0.012313104661389622,2.78793415982683
bottled water,cream cheese,beverages,dairy,beverages + dairy,True,14,0.06068301811134131,0.023658357281293858,0.0009356412484127515,0.6517148261529656,0.011217948717948718,2.841361046301615
root vegetables,dessert,produce,dairy,dairy + produce,True,16,0.06957160997126245,0.02359152576355009,0.0010693042839002875,0.6514982053103222,0.011611030478955007,3.2832375292417657
sausage,napkins,meat and seafood,household,household + meat and seafood,True,13,0.06034886052262247,0.022121232373187194,0.0008688097306689834,0.6507981116988353,0.010647010647010645,2.6509319157317326
yogurt,domestic eggs,dairy,other,dairy + other,True,31,0.08587850030074183,0.037091492347791216,0.0020717770500568067,0.6504055806779542,0.017136539524599224,6.617858392954877
whipped/sour cream,brown bread,dairy,bakery,bakery + dairy,True,16,0.043707812604424245,0.03762614448974136,0.0010693042839002875,0.650208309569204,0.013322231473771859,3.271538382185637
other vegetables,chocolate,produce,snacks and sweets,produce + snacks and sweets,True,28,0.12210118291786407,0.02359152576355009,0.001871282496825503,0.6496260840306948,0.013011152416356878,6.1727985956465545
bottled water,beef,beverages,meat and seafood,beverages + meat and seafood,True,20,0.06068301811134131,0.03395041101383412,0.0013366303548753592,0.6487824759790489,0.014326647564469915,4.190555961111797
newspapers,pork,other,meat and seafood,meat and seafood + other,True,14,0.038895943326872955,0.037091492347791216,0.0009356412484127515,0.6485310052320362,0.01246660730186999,2.8814819016363935
chocolate,hamburger meat,snacks and sweets,meat and seafood,meat and seafood + snacks and sweets,True,5,0.02359152576355009,0.021853906302212123,0.0003341575887188398,0.6481361159480555,0.0074074074074074086,1.0000412215730727
other vegetables,chicken,produce,meat and seafood,meat and seafood + produce,True,33,0.12210118291786407,0.027868742899151238,0.002205440085544343,0.648123865439668,0.014925373134328361,7.386967363387885
soda,fruit/vegetable juice,beverages,produce,beverages + produce,True,32,0.09710619528169484,0.03401724253157789,0.002138608567800575,0.6474187271913542,0.016580310880829018,7.044937679255021
frozen vegetables,napkins,produce,household,household + produce,True,6,0.028002405934638777,0.022121232373187194,0.00040098910646260775,0.647333242001889,0.008064516129032258,1.2128362954900016
pastry,white bread,bakery,bakery,bakery,False,12,0.0517275947336764,0.023992514870012697,0.0008019782129252155,0.6461963680335127,0.010704727921498663,2.5116264379608104
pastry,frozen vegetables,bakery,produce,bakery + produce,True,14,0.0517275947336764,0.028002405934638777,0.0009356412484127515,0.6459393289054165,0.011874469889737066,2.947768552532955
whole milk,dessert,dairy,dairy,dairy,False,36,0.15792287642852368,0.02359152576355009,0.0024059346387756467,0.645777262542574,0.013432835820895524,8.507250321427236
sausage,frankfurter,meat and seafood,other,meat and seafood + other,True,22,0.06034886052262247,0.037759807525228894,0.0014702933903628951,0.6452160448455982,0.015214384508990316,4.746738709498635
citrus fruit,domestic eggs,produce,other,other + produce,True,19,0.05313105660629553,0.037091492347791216,0.0012697988371315912,0.6443356564111281,0.014274981217129978,4.091166888992579
tropical fruit,butter,produce,dairy,dairy + produce,True,23,0.0677671589921807,0.03522020985096572,0.0015371249081066632,0.6440179049287209,0.015151515151515152,5.031918609798303
